                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.50563,                0.36075,                0.89269,                0.98839,                0.97508,                0.99156,                0.85908,                0.57779,                0.32501,                0.94202,               0.001214,               0.001214,               0.001214
                    154,                0.51743,                0.36228,                0.89019,                0.98158,                0.97734,                0.99184,                0.86342,                0.51765,                0.30331,                0.89556,              0.0012125,              0.0012125,              0.0012125
                    155,                0.49098,                0.35497,                0.88365,                0.97617,                0.99074,                0.99159,                0.88129,                0.53394,                0.30362,                0.89821,              0.0012111,              0.0012111,              0.0012111
                    156,                0.51272,                0.36101,                0.88718,                0.97472,                0.99466,                0.99122,                0.88716,                0.50857,                0.30006,                0.88643,              0.0012097,              0.0012097,              0.0012097
                    157,                0.51182,                0.37092,                0.89468,                0.98226,                 0.9891,                0.99486,                 0.8851,                0.52505,                0.29432,                 0.8807,              0.0012083,              0.0012083,              0.0012083
                    158,                0.49356,                 0.3542,                0.87828,                0.97705,                0.99074,                0.99243,                0.88222,                0.49409,                0.29515,                0.86852,              0.0012069,              0.0012069,              0.0012069
                    159,                0.49544,                0.35892,                 0.8818,                0.98334,                0.98925,                0.99146,                0.88824,                0.54567,                0.29541,                0.90713,              0.0012055,              0.0012055,              0.0012055
                    160,                0.50193,                0.35486,                0.88985,                0.98493,                0.99169,                 0.9918,                0.90318,                0.50977,                0.28876,                0.88933,              0.0012041,              0.0012041,              0.0012041
                    161,                0.51267,                0.35967,                0.88635,                0.97872,                0.98874,                0.99124,                0.88619,                0.52238,                0.30253,                 0.8791,              0.0012026,              0.0012026,              0.0012026
                    162,                0.51874,                0.36751,                0.89508,                0.97793,                0.99537,                 0.9928,                 0.8973,                 0.4932,                0.28107,                0.86191,              0.0012012,              0.0012012,              0.0012012
                    163,                0.49706,                0.34644,                0.89218,                0.97576,                0.99537,                0.99193,                0.89178,                0.51092,                0.29516,                 0.8829,              0.0011998,              0.0011998,              0.0011998
                    164,                0.50587,                 0.3628,                0.89252,                 0.9864,                0.98748,                0.99408,                0.89494,                0.50051,                0.28956,                0.87848,              0.0011984,              0.0011984,              0.0011984
                    165,                0.50565,                0.36118,                 0.8805,                0.97845,                0.99537,                0.99132,                0.88066,                0.51851,                0.30279,                 0.8894,               0.001197,               0.001197,               0.001197
                    166,                0.51627,                0.36099,                0.89364,                0.97346,                0.99537,                0.98443,                0.86452,                0.52139,                0.30622,                0.89401,              0.0011956,              0.0011956,              0.0011956
                    167,                0.50619,                0.35963,                0.89197,                0.97229,                0.99074,                0.98296,                0.85005,                0.49966,                0.28506,                0.87895,              0.0011942,              0.0011942,              0.0011942
                    168,                0.50675,                0.36565,                0.88615,                0.96554,                0.97539,                0.98732,                0.86464,                0.53386,                0.36716,                0.85599,              0.0011927,              0.0011927,              0.0011927
                    169,                0.50104,                0.35922,                0.89151,                 0.9699,                0.99534,                0.99304,                0.88853,                0.50737,                0.28998,                 0.8787,              0.0011913,              0.0011913,              0.0011913
                    170,                0.50402,                0.34812,                0.88541,                0.97742,                0.99537,                0.99143,                0.86648,                0.55756,                0.30747,                0.92412,              0.0011899,              0.0011899,              0.0011899
                    171,                0.49742,                0.36019,                0.88306,                 0.9741,                0.99537,                0.99168,                0.86884,                 0.5762,                 0.3076,                0.92141,              0.0011885,              0.0011885,              0.0011885
                    172,                 0.4818,                0.34837,                0.87758,                0.97994,                0.99426,                 0.9923,                0.89263,                0.49941,                0.28761,                0.86787,              0.0011871,              0.0011871,              0.0011871
                    173,                0.50129,                0.36125,                0.88468,                0.96664,                0.99537,                0.99225,                0.89861,                0.47134,                0.29217,                0.85998,              0.0011857,              0.0011857,              0.0011857
                    174,                0.50516,                0.34678,                0.89586,                0.96351,                0.99537,                0.99291,                0.89898,                0.45478,                0.29035,                0.84135,              0.0011843,              0.0011843,              0.0011843
                    175,                0.49167,                0.35527,                0.87576,                0.97873,                0.98611,                0.99102,                0.88872,                0.47816,                 0.2778,                0.86645,              0.0011828,              0.0011828,              0.0011828
                    176,                 0.5148,                0.35921,                0.88355,                 0.9685,                0.98263,                 0.9884,                0.87183,                0.49856,                0.30171,                0.85173,              0.0011814,              0.0011814,              0.0011814
                    177,                0.51753,                 0.3593,                0.88861,                0.96775,                0.99537,                0.99125,                0.88192,                0.51788,                0.29695,                0.87947,                0.00118,                0.00118,                0.00118
                    178,                0.49412,                0.34879,                0.88461,                 0.9757,                0.98695,                0.99391,                0.90141,                0.45599,                0.29009,                0.85715,              0.0011786,              0.0011786,              0.0011786
                    179,                 0.5056,                 0.3579,                0.89232,                0.96537,                0.99537,                0.99386,                0.88641,                 0.4739,                0.29909,                0.84694,              0.0011772,              0.0011772,              0.0011772
                    180,                0.49647,                0.35102,                0.88715,                0.97502,                0.98636,                0.99232,                0.88899,                0.50787,                0.29096,                0.89902,              0.0011758,              0.0011758,              0.0011758
                    181,                0.50313,                0.34886,                 0.8826,                0.97049,                0.98636,                0.99025,                0.88381,                0.53607,                0.29416,                0.90343,              0.0011744,              0.0011744,              0.0011744
                    182,                0.49491,                0.34419,                0.89061,                0.97716,                0.99537,                0.99147,                 0.8866,                 0.5177,                0.28705,                0.89185,              0.0011729,              0.0011729,              0.0011729
                    183,                0.48627,                0.34389,                0.88154,                0.96988,                0.99165,                0.99075,                0.89164,                0.46901,                0.28575,                0.84269,              0.0011715,              0.0011715,              0.0011715
                    184,                0.50851,                0.35275,                0.89122,                0.97163,                0.99193,                0.99081,                0.88328,                0.49122,                 0.2997,                0.85209,              0.0011701,              0.0011701,              0.0011701
                    185,                 0.4878,                0.34409,                0.88139,                0.98442,                0.99044,                0.99176,                0.89772,                0.48616,                0.25772,                0.87563,              0.0011687,              0.0011687,              0.0011687
                    186,                0.48672,                0.34574,                0.88385,                0.97809,                0.99537,                0.99314,                  0.881,                0.51078,                0.26867,                0.88792,              0.0011673,              0.0011673,              0.0011673
                    187,                0.50154,                0.36089,                0.88822,                0.98305,                0.99537,                0.99293,                0.86367,                0.53251,                0.29695,                0.92042,              0.0011659,              0.0011659,              0.0011659
                    188,                 0.5076,                0.36095,                 0.8849,                0.98389,                0.98752,                0.99132,                0.84979,                0.55985,                0.30763,                 0.9257,              0.0011644,              0.0011644,              0.0011644
                    189,                0.50603,                0.36425,                0.89077,                0.98147,                0.99074,                0.99271,                0.87569,                 0.5213,                0.31554,                0.88494,               0.001163,               0.001163,               0.001163
                    190,                0.50218,                0.35563,                0.88392,                0.97677,                0.98869,                0.98899,                0.87274,                0.55678,                0.31362,                0.90418,              0.0011616,              0.0011616,              0.0011616
                    191,                0.48556,                0.33727,                 0.8776,                 0.9765,                0.99395,                0.99152,                0.87613,                0.50973,                0.28744,                0.88748,              0.0011602,              0.0011602,              0.0011602
                    192,                0.48423,                0.34292,                0.88631,                0.96761,                0.99397,                 0.9912,                0.88244,                0.49141,                0.28787,                0.87415,              0.0011588,              0.0011588,              0.0011588
                    193,                0.48319,                0.34507,                0.88778,                 0.9772,                0.99412,                0.98728,                0.86084,                0.49631,                0.29934,                0.88597,              0.0011574,              0.0011574,              0.0011574
                    194,                0.50017,                0.35761,                0.88545,                0.96581,                 0.9875,                0.99147,                0.89319,                0.49995,                0.28774,                0.86722,               0.001156,               0.001156,               0.001156
                    195,                0.48558,                0.34659,                0.87829,                0.96767,                0.99376,                0.99136,                 0.8757,                 0.5131,                0.29064,                0.88669,              0.0011545,              0.0011545,              0.0011545
                    196,                0.48654,                0.34158,                0.88093,                0.96976,                0.98655,                0.98848,                0.88111,                0.49569,                0.28236,                0.85388,              0.0011531,              0.0011531,              0.0011531
                    197,                0.47784,                0.33848,                0.88518,                0.97327,                0.98578,                 0.9895,                0.89329,                0.47392,                0.26901,                0.86183,              0.0011517,              0.0011517,              0.0011517
                    198,                0.49449,                0.34482,                0.88821,                0.97882,                      1,                0.99053,                0.87117,                0.50514,                0.29222,                 0.8938,              0.0011503,              0.0011503,              0.0011503
                    199,                0.48112,                0.34457,                0.87668,                0.98174,                0.99074,                0.99445,                0.88767,                0.47284,                0.27132,                0.85974,              0.0011489,              0.0011489,              0.0011489
                    200,                0.48187,                0.34179,                0.88893,                0.97727,                0.99114,                0.99055,                0.87904,                 0.4905,                0.27382,                 0.8778,              0.0011475,              0.0011475,              0.0011475
                    201,                0.48087,                0.34362,                0.88202,                0.97612,                0.98951,                0.99054,                0.88145,                0.49235,                0.29057,                0.85727,              0.0011461,              0.0011461,              0.0011461
                    202,                0.48766,                0.33698,                0.87933,                0.97227,                0.98611,                0.99089,                0.90378,                 0.4731,                0.27915,                0.86166,              0.0011446,              0.0011446,              0.0011446
                    203,                0.48535,                0.33985,                0.88025,                0.98259,                0.98602,                0.99125,                0.87897,                0.53009,                0.28419,                0.90401,              0.0011432,              0.0011432,              0.0011432
                    204,                0.48279,                0.33365,                0.87413,                0.97573,                0.99438,                0.99117,                0.88946,                0.50119,                0.29282,                0.86544,              0.0011418,              0.0011418,              0.0011418
                    205,                0.49549,                0.34524,                0.88211,                0.95927,                0.99074,                0.99097,                0.88229,                0.47538,                0.29631,                0.85401,              0.0011404,              0.0011404,              0.0011404
                    206,                0.46468,                0.32476,                0.88201,                0.97564,                0.99537,                 0.9914,                0.89731,                 0.4538,                0.26813,                0.84235,               0.001139,               0.001139,               0.001139
                    207,                0.46687,                0.33146,                0.87599,                0.97566,                0.99074,                0.98661,                0.88955,                0.46464,                0.27655,                0.84508,              0.0011376,              0.0011376,              0.0011376
                    208,                0.46468,                0.32449,                0.87567,                0.96886,                0.99537,                0.99098,                0.88205,                0.49361,                0.27709,                0.87565,              0.0011362,              0.0011362,              0.0011362
                    209,                0.48398,                0.33953,                0.88538,                0.97051,                0.99537,                0.99431,                0.89018,                0.44351,                0.27532,                0.83376,              0.0011347,              0.0011347,              0.0011347
                    210,                0.47792,                0.33812,                0.88259,                0.98691,                0.99169,                0.99495,                0.89598,                0.43539,                0.27548,                0.83411,              0.0011333,              0.0011333,              0.0011333
                    211,                0.47944,                0.34142,                0.88016,                0.97204,                0.99616,                0.99417,                0.89691,                0.44416,                 0.2612,                0.82993,              0.0011319,              0.0011319,              0.0011319
                    212,                0.47648,                0.34018,                0.87457,                0.97336,                0.98794,                0.99149,                0.88654,                0.47107,                0.28312,                0.84203,              0.0011305,              0.0011305,              0.0011305
                    213,                0.47476,                 0.3303,                0.87801,                0.97657,                0.99537,                0.99153,                 0.9063,                0.47206,                0.28612,                0.86052,              0.0011291,              0.0011291,              0.0011291
                    214,                0.47332,                0.33134,                0.87531,                0.97342,                0.99537,                0.99114,                0.90091,                0.45665,                0.28483,                0.85612,              0.0011277,              0.0011277,              0.0011277
                    215,                0.46606,                0.33592,                0.87601,                0.97838,                0.99081,                 0.9913,                0.87845,                0.49755,                0.28497,                0.87394,              0.0011263,              0.0011263,              0.0011263
                    216,                0.46748,                0.32884,                0.87254,                0.98026,                0.99537,                0.99177,                0.88798,                0.52184,                0.27549,                0.89409,              0.0011248,              0.0011248,              0.0011248
                    217,                0.46846,                0.32811,                 0.8803,                 0.9844,                 0.9895,                 0.9925,                0.88208,                0.49752,                0.28135,                0.86335,              0.0011234,              0.0011234,              0.0011234
                    218,                0.46986,                0.33036,                0.88032,                0.97625,                0.99074,                0.99229,                0.89465,                0.48195,                0.27611,                 0.8655,               0.001122,               0.001122,               0.001122
                    219,                0.47763,                0.33116,                0.87805,                0.97197,                 0.9907,                0.99041,                0.88305,                0.50594,                0.29949,                0.88669,              0.0011206,              0.0011206,              0.0011206
                    220,                0.48502,                 0.3404,                0.88987,                0.98375,                0.99537,                0.99253,                0.88115,                0.52152,                   0.28,                0.89563,              0.0011192,              0.0011192,              0.0011192
                    221,                 0.4929,                0.33623,                0.88466,                0.97999,                0.99537,                0.99152,                0.88766,                0.49654,                0.28095,                0.88081,              0.0011178,              0.0011178,              0.0011178
                    222,                0.47801,                0.32774,                0.88483,                0.98099,                0.99537,                0.99142,                 0.8837,                0.50985,                0.27533,                0.88259,              0.0011163,              0.0011163,              0.0011163
                    223,                0.48266,                  0.334,                0.88117,                0.98051,                0.98877,                0.99173,                0.88987,                0.49813,                0.28166,                0.86591,              0.0011149,              0.0011149,              0.0011149
                    224,                0.47362,                0.32875,                  0.871,                0.98159,                0.98111,                0.99416,                 0.8932,                0.47174,                0.29201,                0.83609,              0.0011135,              0.0011135,              0.0011135
                    225,                0.46754,                 0.3314,                 0.8815,                0.97587,                0.99074,                0.99307,                0.89878,                 0.4446,                0.27462,                0.82181,              0.0011121,              0.0011121,              0.0011121
                    226,                 0.4698,                0.33088,                0.87673,                0.96819,                0.99537,                0.99136,                 0.8911,                0.47005,                0.27587,                0.85099,              0.0011107,              0.0011107,              0.0011107
                    227,                0.47459,                0.33094,                0.87368,                0.97915,                0.99518,                0.98718,                0.87573,                0.46765,                0.28673,                0.84841,              0.0011093,              0.0011093,              0.0011093
